SHIPMENT_NUMBER,SHIPPING_REGION_IDENTIFIER,SHIPPING_REGION_CODE,SHIPPING_REGION_NAME,SHIPPING_UNIT_MEASURE,SHIPPING_PACK_QUANTITY
20180823,1,F,FLORIDA,EA,1
20180811,2,O,OHIO,CS,12
20190309,1,F,FLORIDA,CS,1
20180512,1,F,FLORIDA,CS,1
20190207,1,F,FLORIDA,CS,8
20200620,5,M,MISSOURI,BX,12
20180310,1,F,FLORIDA,BG,1
20180723,1,F,FLORIDA,CS,12
20201031,4,T,TEXAS,CS,12
20181220,4,T,TEXAS,CS,18
20181122,4,T,TEXAS,CS,5
20190621,2,O,OHIO,CS,24
20191121,5,M,MISSOURI,CS,13
20190725,4,T,TEXAS,CS,12
20190512,4,T,TEXAS,CS,6
20201122,4,T,TEXAS,CS,12
20190730,2,O,OHIO,PC,1
20180826,2,O,OHIO,CS,4
20180708,4,T,TEXAS,CS,12
20181216,1,F,FLORIDA,CS,12
20180602,1,F,FLORIDA,CS,24
20171223,4,T,TEXAS,CS,14
20200707,1,F,FLORIDA,EA,1
20190519,1,F,FLORIDA,CS,15
20180428,1,F,FLORIDA,CS,18
20171210,1,F,FLORIDA,CS,7
20200229,1,F,FLORIDA,CS,8
20180909,1,F,FLORIDA,CS,12
20190105,2,O,OHIO,CS,12
20191116,5,M,MISSOURI,CS,32
20200425,4,T,TEXAS,CS,12
20200111,4,T,TEXAS,CS,12
20201017,4,T,TEXAS,CS,9
20190428,1,F,FLORIDA,CS,12
20190713,2,O,OHIO,CS,12
20190602,4,T,TEXAS,CS,12
20180908,5,M,MISSOURI,CS,4
20190726,2,O,OHIO,CS,8
20171229,1,F,FLORIDA,CT,6
20200523,4,T,TEXAS,CS,6
20200815,4,T,TEXAS,CS,12
20180212,1,F,FLORIDA,EA,1
20200516,2,O,OHIO,CS,16
20201024,2,O,OHIO,CS,8
20180914,2,O,OHIO,CS,6
20180414,2,O,OHIO,CS,17
20190810,1,F,FLORIDA,CS,8
20201010,5,M,MISSOURI,CS,18
20200801,5,M,MISSOURI,CS,8
20181230,4,T,TEXAS,CS,5
20180422,1,F,FLORIDA,CS,6
20180421,1,F,FLORIDA,CS,12
20180616,5,M,MISSOURI,CS,18
20171118,5,M,MISSOURI,CS,12
20190910,2,O,OHIO,CS,12
20190724,1,F,FLORIDA,EA,1
20190711,2,O,OHIO,CS,6
20180303,1,F,FLORIDA,CS,12
20181020,1,F,FLORIDA,CS,12
20181229,4,T,TEXAS,CS,12
20180901,2,O,OHIO,CS,12
20190106,4,T,TEXAS,CS,12
20180620,5,M,MISSOURI,CS,12
20171105,1,F,FLORIDA,CS,6
20200613,2,O,OHIO,CS,12
20181117,2,O,OHIO,CS,8
20171202,4,T,TEXAS,CS,12
20180824,4,T,TEXAS,CS,6
20171126,5,M,MISSOURI,CS,12
20180203,1,F,FLORIDA,CS,6
20200215,1,F,FLORIDA,CT,3
20200808,4,T,TEXAS,CS,24
20190630,1,F,FLORIDA,EA,1
20180707,1,F,FLORIDA,CT,6
20200926,5,M,MISSOURI,CS,12
20200905,4,T,TEXAS,EA,1
20200411,5,M,MISSOURI,CS,4
20180728,4,T,TEXAS,CS,12
20190727,5,M,MISSOURI,CS,12
